u_velocity,v_velocity
-2.80616661273205,5.991795146288945
-2.3669901298153575,7.1409920303557195
-2.7129912851463716,8.03720688810937
-1.523418639389246,9.166856539855988
-1.4191975843206948,10.05227456971331
-1.514373584993782,10.313560332507823
-1.2629290902048802,9.74488791905655
-1.7571464883749384,9.965272933925888
-0.9715057004346458,9.03416037580311
0.6220553951531179,8.104574992658302
2.1997175308966157,6.911291287096059
1.4239886587889825,6.346728583758669
1.0040861130028271,5.614962708566863
-0.3149284353417653,4.898310248413626
0.2931661545705451,5.624132419666555
-2.182634293659753,6.491312343554784
-1.0601518876409608,5.997516075517229
-1.4247238918800387,5.73072041472529
-2.5596986095597742,5.341654976871209
-1.1191236428716018,4.346467622860826
0.38629730246310995,6.420208324940905
0.8914492341293613,6.77762526137169
1.2178190249147465,7.359695024943359
1.244450989517212,7.6332195622731795
1.2058805526581333,8.025304841592924
1.0786539054991051,8.110080901128008
1.0464144404090783,8.430619316182572
0.6312121842430379,7.74129122429058
-0.8884350971092972,5.277117471751174
-2.8162197985072597,4.173221351837626
-2.9633408053201196,4.830141123674683
-3.3527301364710733,5.143220161241242
-3.558279437328448,5.818014507188408
-3.7647429690918783,6.554562702466565
-3.6762550341393108,6.337910287849038
-3.1852552545661075,6.12240531098744
-2.112077617697095,6.0274034921163855
-2.568611581595326,5.971392413034933
-2.0879013143718446,5.8531229608215884
-0.012830660775976575,5.680885890038218
-1.090799408908788,5.6929304106840934
-0.9678706918337197,5.710206612787689
-0.023091925321579203,6.390053261062142
-0.053370787320117255,6.0948456629095435
-0.5871655495321313,5.2276416877461
-0.8133682917625136,4.7343619179366305
-0.8301393450433905,4.707954175293932
-0.8830886589767001,5.008244656765141
-1.0323386249618853,5.854683275435484
-0.9978848323980793,5.659286108051491
-0.7548074239954524,4.280725621017885
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
-1.353901974440931,6.722282843263776
-1.9370904633784554,8.707187431043137
-2.0910897838349483,8.350995233822722
-1.9214833108592444,7.551618672593985
-2.1840138721807394,6.745460734784312
-3.1548102127521633,8.566945758195331
-3.43244222830413,9.235283338371385
-3.613063107495496,8.350785865907266
-3.209614860114276,7.171290506099572
-3.009797337966126,8.96792457915558
-1.3580064578317252,4.144013933876135
-2.2000535092386735,5.869333075017871
-3.821649249910021,6.535785078511473
1.4145256975717113,8.056224153773881
-1.508945761853663,7.507736992251772
0.18038111856498143,4.7587947638641
-0.8150054824254515,4.193215782936136
-1.36624229870204,4.559267848430972
-2.1219994122381918,4.695173748061388
-2.9026793574160985,5.673716930499643
-3.096355191874018,6.066444538133911
-2.306457486871716,5.691992001780922
-2.938283668754218,6.107248993849751
-2.139228819957945,5.728282344777264
-2.782248999096628,6.151481819688152
-2.033762950300369,5.781778580752297
-2.7571658832275396,6.225023058039544
-2.729761403739016,6.017116712620677
-3.4386583187354507,6.451080672480266
-3.414352298808048,6.247894736700879
-3.5362936579783,6.125040286102019
-3.316391819764079,5.744159129637197
-2.3042920832217377,6.0112698324988205
-2.702348629110963,5.437013519126217
-1.3618628623191267,5.79889945637561
-1.9882129330830782,5.42046396833203
-3.0487231551209204,5.999134662384683
-1.8373142845888346,7.234508958357933
-3.39404434781913,6.553015946278632
-2.9788357326807264,5.912825966933757
-1.520490188694759,4.886488520257513
0.49711131878801396,6.938743036069749
-1.9373950711498578,4.485294208767715
-1.1452275988572373,5.256983058005674
-2.217277939342346,5.432980383252607
-2.317136942900789,4.684720439828204
-2.397514614612632,6.6182708288571686
-1.5088922406827479,5.114517831896957
-1.1476563421807293,4.87655750145959
-0.6021987301820663,5.987733528633153
-1.8514914018961206,6.28241464552448
-1.9587457224963665,5.079828266396021
-3.3150859111485023,6.371314312504097
-2.8357095489983775,6.10426694245003
-2.236187216310718,3.098633029362309
-2.0725181741911496,3.8816087925224547
-1.913000631205134,5.761723543493641
-3.67708839368167,6.683256246837198
-3.8475287061292596,6.497965423521297
-2.424499740942908,7.922376408293429
-1.8887307570611296,8.525558775083411
-2.133810145402835,8.004143532530305
-1.9938912304725045,5.023055436707322
-3.917715030994085,6.918004382285924
-3.84255557355645,6.457475255303085
-1.0627000711464591,3.780473329562428
-0.5569618082321852,9.007953891720183
-1.862452847977897,7.9940664770209455
-2.423466375702795,3.9568464739948905
-2.2363218394877107,6.478889105816661
-1.1210732712030806,7.231006072531599
-1.772529573872306,5.973380274434074
-0.03794227539824858,7.948041407936068
-0.5733000447686013,6.086638766511805
0.6497830870996102,7.768007347440225
-2.337431417753538,5.886375409851138
-2.3018229401550534,5.868097459365398
1.2733834834683773,8.382017367312402
-0.7327096542233369,5.38621873490527
-1.9857718967800007,3.109784819670714
-0.6987113341895999,8.089934221150243
1.015411284207403,8.639479419519974
0.5164705316650228,6.116845943681349
-1.1652777111164676,5.2648647877022565
-3.3566388729670167,6.561951261643955
-1.1250635024487765,6.175138415012465
-1.4807386380061072,5.904198537208198
-1.726109878220189,5.752506687395669
-0.543936678775194,4.153488757846383
-0.14390351068760784,5.023536187389928
-0.9666806186381371,4.524702619664327
