u_velocity,v_velocity
-1.617795940549882,9.364855690123491
-1.4679789656620066,9.74039908937917
-0.9285404569997798,10.600282505522689
-0.479561995002065,11.495096794367726
-0.8887011860694185,11.252716452723172
-1.1681877084330603,11.139625139757342
-1.9146334413516692,10.343720409128316
-2.0857974812061237,8.938282347900756
-2.475491145974811,7.233634758438881
-2.3639955675207927,6.33537342783659
-1.8812064445936185,6.185963918475236
-0.9698947500999519,7.261679908074374
-0.21191621036946126,7.795119464591192
0.6619428995839955,8.801422716729949
2.367150339511334,10.083693634513002
3.4254257944968374,11.819429541736486
2.036222256445257,12.181309499614867
1.9364084155707173,12.81493243951297
2.3783247799669094,14.244652664070308
2.4057864226992454,14.41205516467605
2.8073810407374893,14.211708984982451
4.2543287108599825,13.766799682533618
5.3053275446130765,13.30191358104812
5.416525840322055,12.952229435832948
2.536337964148232,11.323630617702308
0.4954667722351182,9.860966490291672
-0.18575190127723368,8.676107773969635
-0.43515306126162917,8.018366187578767
-1.3156056746653346,6.775992772083768
-1.8957284088951192,5.785656427044585
-3.798635338729594,6.230181627530433
-3.4273803032234533,6.455525561517781
-4.960527362029373,6.524715179506569
-4.600193929851199,6.734457288601017
-4.366221448962151,7.06884114576107
-3.8235067156390166,7.223136887281736
-3.2589766145391885,7.031988537750623
-2.236765840901984,6.675319121483775
-2.8299872353804645,7.348995286765049
-1.8189402149148695,6.68449447772607
-0.09679495804123704,5.5050096144372835
0.34675901429497397,5.8575478629335
-1.5937659687364736,7.584640798208528
-3.5174101642512374,9.22846720576761
-5.5898953958010225,11.194660956314916
-6.975588214875348,12.418192475911033
-6.610780488860196,9.432363676756323
-5.336878984579438,6.2268405732669665
-3.571377022714566,6.79677322631392
-2.0071812972402343,7.0277970873028135
-3.7863690967495485,7.765687008810876
-5.684474225807969,8.521945136440293
-7.792607580098553,9.387131539109516
-7.021687789250933,10.158611766186262
-6.770800903645715,9.532878423405155
-5.647084159949281,9.761828854182511
-4.613418753566478,10.673379558348667
-4.04334153444714,10.15624884435865
-3.77726056484002,9.138785867027853
-3.2239478728475635,8.61877581048212
-2.8439028428604765,9.72560578635641
-2.839410988602267,10.871237031449276
-2.259735213186773,10.743946708365776
-2.326422631741585,9.559417601575623
-2.365151805877144,8.476616189124147
-3.2761719083155607,7.184452229576156
-3.446690408303594,9.475330346528816
-3.1418817294567107,9.45881833543698
-2.8235187218431927,9.509567678383817
-2.5880659594830338,9.677627112875758
-2.308116266703998,9.771071025598319
-1.949078507628812,9.703451622403895
-2.0677564805501776,9.400107523716771
-2.549052965345368,9.119318330628516
-2.92329313460219,8.395801234096625
-2.8175185979635065,7.741068726798183
-2.75446414986776,7.567828054458946
-2.9733009180695604,8.169077133639819
-3.1330231958381334,8.607910485192832
-3.2964684415753935,9.056972607173165
-3.4562230086821266,9.495894672953662
-3.7816726879991247,10.390060318045863
-3.955228521499378,10.866901051602435
-4.064988790356628,11.792541301886889
-4.097813367303481,11.731211305522795
-4.22093965296115,10.519222596545609
-4.306302713902113,8.667076985262451
-4.509267183474408,10.131106493064767
-4.5693067720498775,12.367780364341014
-4.412642656251824,12.123636058174155
-4.1820566108633725,11.490106105228046
-3.991941393740287,10.967768839087654
-3.884159582507034,10.671640746496372
-3.7714975229595833,10.3621042818605
-3.4839288273491165,9.572015784128723
-3.327717921715452,9.142829848227674
-2.8917765293381983,9.428967226520044
-2.1204676102181175,10.097033797248013
-1.3386669281416843,10.669093819558585
-0.6485240396988565,11.263413582923516
0.18780629890280467,11.803912399476697
-0.42699164492370756,11.60259238938021
-1.265890419444294,11.1619366320573
-1.7072401599172684,11.344730128615435
-1.903664996576677,11.850261828854773
-1.5514073078632722,12.58785921313869
-1.9164180164221163,11.816933419997675
-1.7331194547028153,10.37714866658495
-1.0926221888387933,10.392830265587882
-0.603756635696977,10.25680659840522
-0.3378305847861756,9.655886144703958
-0.2408017629887096,8.295007655834311
0.36034914784833383,6.993739522933655
0.8424068199883468,5.790589020453806
1.270097410567447,4.774320195375571
0.2901690472819339,7.276111197210392
-0.9612778950654342,10.39127006829998
-1.9647528381297448,13.129503953900972
-2.4179642519191993,13.712956702394887
-1.9872541393783847,11.270278271616666
-2.0397402137322516,11.567941590882857
-1.6603814923643825,9.416491371275841
-1.3129936165169704,7.4463568266268
-1.186297430113153,6.727827048059934
-1.10532041937731,6.268583599266759
-1.0422669201969605,5.910989435701963
-1.0934742689488433,6.20140074170934
-1.6871150843834182,6.019215754607792
-1.1920028224186008,6.760183935715606
-1.3741487254893008,7.793184684318316
-1.377062932676654,7.809711974558552
-1.52222225608484,8.632951406351404
-1.7109831557024662,9.703467664607532
-1.6971860255030617,9.62522025094475
-1.699990772217235,9.641126759993474
-1.77326982581121,10.056712924399777
-1.780380673758235,10.301573029889939
-1.683502422070751,10.301501289709703
-1.6690305569627724,10.263723397018468
-1.7498944332860196,10.177330111218012
-1.7795695403737555,10.092440381067123
-1.711774897847557,9.707957857440812
-1.6828108844665979,9.543694774930215
-1.6693123090984545,9.467140549854122
-1.6292230814211621,9.239783241765378
-1.6115774284393232,9.139709770814193
-1.5863570589566804,8.99667794788324
-1.5870464223486223,9.00058752195507
-1.87605288177653,8.635709215179899
-2.8364989989339064,7.983820841174876
-3.3062221076793117,7.434746409969196
-3.626180132157779,6.998991473974787
-3.822127310057722,6.554134204679274
-3.5560911525711787,6.142534146303737
-2.9953409750319864,6.3350980786113915
-2.6110205569200513,6.173035892749819
-2.1061465912334114,6.217477016147396
-1.3774627912748547,6.598613942605633
-0.423457071220263,7.329913224699894
-0.46449648628554907,6.900258673254586
-1.28594748276848,6.0393928836026385
-0.7484596743231425,5.203112371898727
0.5756846000703636,6.693845446161835
0.8179131906675843,6.440532741765613
